address,city,state,postal_code,price,facts and features,real estate provider,url,title,property_info,img,zestimate,daysOnZillow,rentZestimate,lat,long
"45495 Andes Hills Ct, Novi, MI 48374",Novi,MI,48374,235200.0,"3 bds, 3.0 ba ,1636 sqft",Real Living Metro Real Estate,https://www.zillow.com/homedetails/45495-Andes-Hills-Ct-Novi-MI-48374/24546406_zpid/,Condo for sale,"{'zpid': 24546406, 'streetAddress': '45495 Andes Hills Ct', 'zipcode': '48374', 'city': 'Novi', 'state': 'MI', 'latitude': 42.483639, 'longitude': -83.497156, 'price': 235200.0, 'dateSold': 1457596800000, 'bathrooms': 3.0, 'bedrooms': 3.0, 'livingArea': 1636.0, 'homeType': 'CONDO', 'homeStatus': 'FOR_SALE', 'photoCount': 48, 'imageLink': 'https://photos.zillowstatic.com/p_g/ISvwgnkxx8cmhm0000000000.jpg', 'daysOnZillow': 106, 'isFeatured': False, 'shouldHighlight': False, 'brokerId': 12951, 'zestimate': 228702, 'rentZestimate': 2050, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'mediumImageLink': 'https://photos.zillowstatic.com/p_c/ISvwgnkxx8cmhm0000000000.jpg', 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 235200.0, 'timeOnZillow': 1588775640000, 'hiResImageLink': 'https://photos.zillowstatic.com/p_f/ISvwgnkxx8cmhm0000000000.jpg', 'watchImageLink': 'https://photos.zillowstatic.com/p_j/ISvwgnkxx8cmhm0000000000.jpg', 'tvImageLink': 'https://photos.zillowstatic.com/p_m/ISvwgnkxx8cmhm0000000000.jpg', 'tvCollectionImageLink': 'https://photos.zillowstatic.com/p_l/ISvwgnkxx8cmhm0000000000.jpg', 'tvHighResImageLink': 'https://photos.zillowstatic.com/p_n/ISvwgnkxx8cmhm0000000000.jpg', 'desktopWebHdpImageLink': 'https://photos.zillowstatic.com/p_h/ISvwgnkxx8cmhm0000000000.jpg', 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 245100.0}",https://photos.zillowstatic.com/p_e/ISvwgnkxx8cmhm0000000000.jpg,228702,106,2050.0,42.483639,-83.497156
"27999 Middleton Dr, Novi, MI 48377",Novi,MI,48377,264900.0,"2 bds, 3.0 ba ,1518 sqft",Remerica Hometown One,https://www.zillow.com/homedetails/27999-Middleton-Dr-Novi-MI-48377/70881310_zpid/,Townhouse for sale,"{'zpid': 70881310, 'streetAddress': '27999 Middleton Dr', 'zipcode': '48377', 'city': 'Novi', 'state': 'MI', 'latitude': 42.497805, 'longitude': -83.48904, 'price': 264900.0, 'dateSold': 1430290800000, 'bathrooms': 3.0, 'bedrooms': 2.0, 'livingArea': 1518.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_SALE', 'photoCount': 15, 'imageLink': 'https://photos.zillowstatic.com/p_g/ISzjhy8q8p18qw1000000000.jpg', 'daysOnZillow': 4, 'isFeatured': False, 'shouldHighlight': False, 'brokerId': 13886, 'zestimate': 259720, 'rentZestimate': 2150, 'listing_sub_type': {'is_openHouse': True, 'is_FSBA': True}, 'openHouse': 'Sat. 1-4pm', 'isUnmappable': False, 'mediumImageLink': 'https://photos.zillowstatic.com/p_c/ISzjhy8q8p18qw1000000000.jpg', 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 264900.0, 'open_house_info': {'open_house_showing': [{'open_house_start': 1598126400000, 'open_house_end': 1598137200000}, {'open_house_start': 1598212800000, 'open_house_end': 1598223600000}]}, 'timeOnZillow': 1597558440000, 'hiResImageLink': 'https://photos.zillowstatic.com/p_f/ISzjhy8q8p18qw1000000000.jpg', 'watchImageLink': 'https://photos.zillowstatic.com/p_j/ISzjhy8q8p18qw1000000000.jpg', 'tvImageLink': 'https://photos.zillowstatic.com/p_m/ISzjhy8q8p18qw1000000000.jpg', 'tvCollectionImageLink': 'https://photos.zillowstatic.com/p_l/ISzjhy8q8p18qw1000000000.jpg', 'tvHighResImageLink': 'https://photos.zillowstatic.com/p_n/ISzjhy8q8p18qw1000000000.jpg', 'desktopWebHdpImageLink': 'https://photos.zillowstatic.com/p_h/ISzjhy8q8p18qw1000000000.jpg', 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 257100.0}",https://photos.zillowstatic.com/p_e/ISzjhy8q8p18qw1000000000.jpg,259720,4,2150.0,42.497805,-83.48904
"22480 Amberlund Ct, Novi, MI 48374",Novi,MI,48374,899900.0,"4 bds, 5.0 ba ,3963 sqft",Max Broock,https://www.zillow.com/homedetails/22480-Amberlund-Ct-Novi-MI-48374/24553150_zpid/,House for sale,"{'zpid': 24553150, 'streetAddress': '22480 Amberlund Ct', 'zipcode': '48374', 'city': 'Novi', 'state': 'MI', 'latitude': 42.452123, 'longitude': -83.507787, 'price': 899900.0, 'bathrooms': 5.0, 'bedrooms': 4.0, 'livingArea': 3963.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'photoCount': 94, 'imageLink': 'https://photos.zillowstatic.com/p_g/ISj7xlam0u20em0000000000.jpg', 'daysOnZillow': 5, 'isFeatured': False, 'shouldHighlight': False, 'brokerId': 8330, 'zestimate': 885141, 'rentZestimate': 2700, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'mediumImageLink': 'https://photos.zillowstatic.com/p_c/ISj7xlam0u20em0000000000.jpg', 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 899900.0, 'timeOnZillow': 1597514580000, 'hiResImageLink': 'https://photos.zillowstatic.com/p_f/ISj7xlam0u20em0000000000.jpg', 'watchImageLink': 'https://photos.zillowstatic.com/p_j/ISj7xlam0u20em0000000000.jpg', 'tvImageLink': 'https://photos.zillowstatic.com/p_m/ISj7xlam0u20em0000000000.jpg', 'tvCollectionImageLink': 'https://photos.zillowstatic.com/p_l/ISj7xlam0u20em0000000000.jpg', 'tvHighResImageLink': 'https://photos.zillowstatic.com/p_n/ISj7xlam0u20em0000000000.jpg', 'desktopWebHdpImageLink': 'https://photos.zillowstatic.com/p_h/ISj7xlam0u20em0000000000.jpg', 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 638700.0}",https://photos.zillowstatic.com/p_e/ISj7xlam0u20em0000000000.jpg,885141,5,2700.0,42.452123,-83.507787
"44217 Wyngate Dr, Northville, MI 48167",Northville,MI,48167,389000.0,"3 bds, 3.0 ba ,2169 sqft",Martin Realty,https://www.zillow.com/homedetails/44217-Wyngate-Dr-Northville-MI-48167/24552421_zpid/,House for sale,"{'zpid': 24552421, 'streetAddress': '44217 Wyngate Dr', 'zipcode': '48167', 'city': 'Northville', 'state': 'MI', 'latitude': 42.457208, 'longitude': -83.482618, 'price': 389000.0, 'dateSold': 1348815600000, 'datePriceChanged': 1597069500000, 'bathrooms': 3.0, 'bedrooms': 3.0, 'livingArea': 2169.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'photoCount': 42, 'imageLink': 'https://photos.zillowstatic.com/p_g/ISrxuf771rb1nv1000000000.jpg', 'daysOnZillow': 43, 'isFeatured': False, 'shouldHighlight': False, 'brokerId': 13886, 'zestimate': 381600, 'rentZestimate': 2500, 'listing_sub_type': {'is_FSBA': True}, 'priceReduction': '$50,000 (Aug 10)', 'isUnmappable': False, 'mediumImageLink': 'https://photos.zillowstatic.com/p_c/ISrxuf771rb1nv1000000000.jpg', 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 389000.0, 'priceChange': -50000, 'timeOnZillow': 1594181100000, 'hiResImageLink': 'https://photos.zillowstatic.com/p_f/ISrxuf771rb1nv1000000000.jpg', 'watchImageLink': 'https://photos.zillowstatic.com/p_j/ISrxuf771rb1nv1000000000.jpg', 'tvImageLink': 'https://photos.zillowstatic.com/p_m/ISrxuf771rb1nv1000000000.jpg', 'tvCollectionImageLink': 'https://photos.zillowstatic.com/p_l/ISrxuf771rb1nv1000000000.jpg', 'tvHighResImageLink': 'https://photos.zillowstatic.com/p_n/ISrxuf771rb1nv1000000000.jpg', 'desktopWebHdpImageLink': 'https://photos.zillowstatic.com/p_h/ISrxuf771rb1nv1000000000.jpg', 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 301880.0}",https://photos.zillowstatic.com/p_e/ISrxuf771rb1nv1000000000.jpg,381600,43,2500.0,42.457208,-83.482618
"45738 Galway Dr, Novi, MI 48374",Novi,MI,48374,449900.0,"4 bds, 3.0 ba ,2536 sqft",National Realty Centers-Northville,https://www.zillow.com/homedetails/45738-Galway-Dr-Novi-MI-48374/24554171_zpid/,House for sale,"{'zpid': 24554171, 'streetAddress': '45738 Galway Dr', 'zipcode': '48374', 'city': 'Novi', 'state': 'MI', 'latitude': 42.445947, 'longitude': -83.497068, 'price': 449900.0, 'dateSold': 1062486000000, 'bathrooms': 3.0, 'bedrooms': 4.0, 'livingArea': 2536.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'photoCount': 54, 'imageLink': 'https://photos.zillowstatic.com/p_g/IS37idwc1c0o011000000000.jpg', 'daysOnZillow': 7, 'isFeatured': False, 'shouldHighlight': False, 'brokerId': 13886, 'zestimate': 444176, 'rentZestimate': 2600, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'mediumImageLink': 'https://photos.zillowstatic.com/p_c/IS37idwc1c0o011000000000.jpg', 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 449900.0, 'timeOnZillow': 1597361400000, 'hiResImageLink': 'https://photos.zillowstatic.com/p_f/IS37idwc1c0o011000000000.jpg', 'watchImageLink': 'https://photos.zillowstatic.com/p_j/IS37idwc1c0o011000000000.jpg', 'tvImageLink': 'https://photos.zillowstatic.com/p_m/IS37idwc1c0o011000000000.jpg', 'tvCollectionImageLink': 'https://photos.zillowstatic.com/p_l/IS37idwc1c0o011000000000.jpg', 'tvHighResImageLink': 'https://photos.zillowstatic.com/p_n/IS37idwc1c0o011000000000.jpg', 'desktopWebHdpImageLink': 'https://photos.zillowstatic.com/p_h/IS37idwc1c0o011000000000.jpg', 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 366700.0}",https://photos.zillowstatic.com/p_e/IS37idwc1c0o011000000000.jpg,444176,7,2600.0,42.445947,-83.497068
"22538 Porter St, Novi, MI 48374",Novi,MI,48374,465000.0,"4 bds, 3.0 ba ,3125 sqft",Keller Williams Advantage,https://www.zillow.com/homedetails/22538-Porter-St-Novi-MI-48374/24553408_zpid/,House for sale,"{'zpid': 24553408, 'streetAddress': '22538 Porter St', 'zipcode': '48374', 'city': 'Novi', 'state': 'MI', 'latitude': 42.453345, 'longitude': -83.494584, 'price': 465000.0, 'dateSold': 1383116400000, 'datePriceChanged': 1597173240000, 'bathrooms': 3.0, 'bedrooms': 4.0, 'livingArea': 3125.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'photoCount': 55, 'imageLink': 'https://photos.zillowstatic.com/p_g/ISnay3pxdo3ycs0000000000.jpg', 'daysOnZillow': 125, 'isFeatured': False, 'shouldHighlight': False, 'brokerId': 15050, 'zestimate': 453702, 'rentZestimate': 2750, 'listing_sub_type': {'is_FSBA': True}, 'priceReduction': '$10,000 (Aug 11)', 'isUnmappable': False, 'mediumImageLink': 'https://photos.zillowstatic.com/p_c/ISnay3pxdo3ycs0000000000.jpg', 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 465000.0, 'priceChange': -10000, 'timeOnZillow': 1587164340000, 'hiResImageLink': 'https://photos.zillowstatic.com/p_f/ISnay3pxdo3ycs0000000000.jpg', 'watchImageLink': 'https://photos.zillowstatic.com/p_j/ISnay3pxdo3ycs0000000000.jpg', 'tvImageLink': 'https://photos.zillowstatic.com/p_m/ISnay3pxdo3ycs0000000000.jpg', 'tvCollectionImageLink': 'https://photos.zillowstatic.com/p_l/ISnay3pxdo3ycs0000000000.jpg', 'tvHighResImageLink': 'https://photos.zillowstatic.com/p_n/ISnay3pxdo3ycs0000000000.jpg', 'desktopWebHdpImageLink': 'https://photos.zillowstatic.com/p_h/ISnay3pxdo3ycs0000000000.jpg', 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 461300.0}",https://photos.zillowstatic.com/p_e/ISnay3pxdo3ycs0000000000.jpg,453702,125,2750.0,42.453345,-83.494584
"25878 Venetian Ct, Novi, MI 48374",Novi,MI,48374,489900.0,"4 bds, 3.0 ba ,3240 sqft","Coldwell Banker Preferred, REALTORS",https://www.zillow.com/homedetails/25878-Venetian-Ct-Novi-MI-48374/24546991_zpid/,House for sale,"{'zpid': 24546991, 'streetAddress': '25878 Venetian Ct', 'zipcode': '48374', 'city': 'Novi', 'state': 'MI', 'latitude': 42.479362, 'longitude': -83.500606, 'price': 489900.0, 'dateSold': 1372057200000, 'bathrooms': 3.0, 'bedrooms': 4.0, 'livingArea': 3240.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'photoCount': 34, 'imageLink': 'https://photos.zillowstatic.com/p_g/ISvs5kjc84t9cd0000000000.jpg', 'daysOnZillow': 40, 'isFeatured': False, 'shouldHighlight': False, 'brokerId': 13886, 'zestimate': 493548, 'rentZestimate': 2700, 'listing_sub_type': {'is_openHouse': True, 'is_FSBA': True}, 'openHouse': 'Sun. 2-4pm', 'isUnmappable': False, 'mediumImageLink': 'https://photos.zillowstatic.com/p_c/ISvs5kjc84t9cd0000000000.jpg', 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 489900.0, 'open_house_info': {'open_house_showing': [{'open_house_start': 1598216400000, 'open_house_end': 1598223600000}]}, 'timeOnZillow': 1594496640000, 'hiResImageLink': 'https://photos.zillowstatic.com/p_f/ISvs5kjc84t9cd0000000000.jpg', 'watchImageLink': 'https://photos.zillowstatic.com/p_j/ISvs5kjc84t9cd0000000000.jpg', 'tvImageLink': 'https://photos.zillowstatic.com/p_m/ISvs5kjc84t9cd0000000000.jpg', 'tvCollectionImageLink': 'https://photos.zillowstatic.com/p_l/ISvs5kjc84t9cd0000000000.jpg', 'tvHighResImageLink': 'https://photos.zillowstatic.com/p_n/ISvs5kjc84t9cd0000000000.jpg', 'desktopWebHdpImageLink': 'https://photos.zillowstatic.com/p_h/ISvs5kjc84t9cd0000000000.jpg', 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 486700.0}",https://photos.zillowstatic.com/p_e/ISvs5kjc84t9cd0000000000.jpg,493548,40,2700.0,42.479362,-83.500606
"24742 Apple Crest Dr, Novi, MI 48375",Novi,MI,48375,349900.0,"3 bds, 2.0 ba ,2264 sqft",,https://www.zillow.com/homedetails/24742-Apple-Crest-Dr-Novi-MI-48375/24548610_zpid/,For sale by owner,"{'zpid': 24548610, 'streetAddress': '24742 Apple Crest Dr', 'zipcode': '48375', 'city': 'Novi', 'state': 'MI', 'latitude': 42.471503, 'longitude': -83.46566, 'price': 349900.0, 'bathrooms': 2.0, 'bedrooms': 3.0, 'livingArea': 2264.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'photoCount': 51, 'imageLink': 'https://photos.zillowstatic.com/p_g/ISvgg0e7i5kbsm0000000000.jpg', 'daysOnZillow': 11, 'isFeatured': False, 'shouldHighlight': False, 'brokerId': 0, 'zestimate': 303613, 'rentZestimate': 2000, 'listing_sub_type': {'is_FSBO': True, 'is_openHouse': True}, 'openHouse': 'Sun. 1-4pm', 'isUnmappable': False, 'mediumImageLink': 'https://photos.zillowstatic.com/p_c/ISvgg0e7i5kbsm0000000000.jpg', 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 349900.0, 'open_house_info': {'open_house_showing': [{'open_house_start': 1598212800000, 'open_house_end': 1598223600000}]}, 'timeOnZillow': 1596992160000, 'hiResImageLink': 'https://photos.zillowstatic.com/p_f/ISvgg0e7i5kbsm0000000000.jpg', 'watchImageLink': 'https://photos.zillowstatic.com/p_j/ISvgg0e7i5kbsm0000000000.jpg', 'tvImageLink': 'https://photos.zillowstatic.com/p_m/ISvgg0e7i5kbsm0000000000.jpg', 'tvCollectionImageLink': 'https://photos.zillowstatic.com/p_l/ISvgg0e7i5kbsm0000000000.jpg', 'tvHighResImageLink': 'https://photos.zillowstatic.com/p_n/ISvgg0e7i5kbsm0000000000.jpg', 'videoCount': 1, 'desktopWebHdpImageLink': 'https://photos.zillowstatic.com/p_h/ISvgg0e7i5kbsm0000000000.jpg', 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 261000.0}",https://photos.zillowstatic.com/p_e/ISvgg0e7i5kbsm0000000000.jpg,303613,11,2000.0,42.471503,-83.46566
"42081 Malott, Novi, MI 48375",Novi,MI,48375,595000.0,"4 bds, 4.0 ba ,3316 sqft",Real Estate One,https://www.zillow.com/homedetails/42081-Malott-Novi-MI-48375/70879690_zpid/,House for sale,"{'zpid': 70879690, 'streetAddress': '42081 Malott', 'zipcode': '48375', 'city': 'Novi', 'state': 'MI', 'latitude': 42.461696, 'longitude': -83.462066, 'price': 595000.0, 'dateSold': 1247641200000, 'bathrooms': 4.0, 'bedrooms': 4.0, 'livingArea': 3316.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'photoCount': 33, 'imageLink': 'https://photos.zillowstatic.com/p_g/ISniw3yd0ekmn51000000000.jpg', 'daysOnZillow': 336, 'isFeatured': False, 'shouldHighlight': False, 'brokerId': 8330, 'zestimate': 575166, 'rentZestimate': 2600, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'mediumImageLink': 'https://photos.zillowstatic.com/p_c/ISniw3yd0ekmn51000000000.jpg', 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 595000.0, 'timeOnZillow': 1568916240000, 'hiResImageLink': 'https://photos.zillowstatic.com/p_f/ISniw3yd0ekmn51000000000.jpg', 'watchImageLink': 'https://photos.zillowstatic.com/p_j/ISniw3yd0ekmn51000000000.jpg', 'tvImageLink': 'https://photos.zillowstatic.com/p_m/ISniw3yd0ekmn51000000000.jpg', 'tvCollectionImageLink': 'https://photos.zillowstatic.com/p_l/ISniw3yd0ekmn51000000000.jpg', 'tvHighResImageLink': 'https://photos.zillowstatic.com/p_n/ISniw3yd0ekmn51000000000.jpg', 'desktopWebHdpImageLink': 'https://photos.zillowstatic.com/p_h/ISniw3yd0ekmn51000000000.jpg', 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 525800.0}",https://photos.zillowstatic.com/p_e/ISniw3yd0ekmn51000000000.jpg,575166,336,2600.0,42.461696,-83.462066
"41695 Magnolia Ct #190, Novi, MI 48377",Novi,MI,48377,215000.0,"2 bds, 3.0 ba ,1400 sqft",EXP Realty LLC,https://www.zillow.com/homedetails/41695-Magnolia-Ct-190-Novi-MI-48377/2079377981_zpid/,Condo for sale,"{'zpid': 2079377981, 'streetAddress': '41695 Magnolia Ct #190', 'zipcode': '48377', 'city': 'Novi', 'state': 'MI', 'latitude': 42.521371, 'longitude': -83.464941, 'price': 215000.0, 'bathrooms': 3.0, 'bedrooms': 2.0, 'livingArea': 1400.0, 'homeType': 'CONDO', 'homeStatus': 'FOR_SALE', 'photoCount': 12, 'imageLink': 'https://photos.zillowstatic.com/p_g/ISjrgicjyy0ufe1000000000.jpg', 'daysOnZillow': 82, 'isFeatured': False, 'shouldHighlight': False, 'brokerId': 13886, 'zestimate': 215000, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'mediumImageLink': 'https://photos.zillowstatic.com/p_c/ISjrgicjyy0ufe1000000000.jpg', 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 215000.0, 'timeOnZillow': 1590811500000, 'hiResImageLink': 'https://photos.zillowstatic.com/p_f/ISjrgicjyy0ufe1000000000.jpg', 'watchImageLink': 'https://photos.zillowstatic.com/p_j/ISjrgicjyy0ufe1000000000.jpg', 'tvImageLink': 'https://photos.zillowstatic.com/p_m/ISjrgicjyy0ufe1000000000.jpg', 'tvCollectionImageLink': 'https://photos.zillowstatic.com/p_l/ISjrgicjyy0ufe1000000000.jpg', 'tvHighResImageLink': 'https://photos.zillowstatic.com/p_n/ISjrgicjyy0ufe1000000000.jpg', 'desktopWebHdpImageLink': 'https://photos.zillowstatic.com/p_h/ISjrgicjyy0ufe1000000000.jpg', 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 190'}",https://photos.zillowstatic.com/p_e/ISjrgicjyy0ufe1000000000.jpg,215000,82,,42.521371,-83.464941
"43000 Emerson Way, Novi, MI 48377",Novi,MI,48377,385000.0,"4 bds, 3.0 ba ,2269 sqft",RE/MAX Classic,https://www.zillow.com/homedetails/43000-Emerson-Way-Novi-MI-48377/24546029_zpid/,House for sale,"{'zpid': 24546029, 'streetAddress': '43000 Emerson Way', 'zipcode': '48377', 'city': 'Novi', 'state': 'MI', 'latitude': 42.507182, 'longitude': -83.473048, 'price': 385000.0, 'dateSold': 1051599600000, 'bathrooms': 3.0, 'bedrooms': 4.0, 'livingArea': 2269.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'photoCount': 23, 'imageLink': 'https://photos.zillowstatic.com/p_g/IS7i5aj48pa2zl0000000000.jpg', 'daysOnZillow': 41, 'isFeatured': False, 'shouldHighlight': False, 'brokerId': 13886, 'zestimate': 385000, 'rentZestimate': 2400, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'mediumImageLink': 'https://photos.zillowstatic.com/p_c/IS7i5aj48pa2zl0000000000.jpg', 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 385000.0, 'timeOnZillow': 1594397460000, 'hiResImageLink': 'https://photos.zillowstatic.com/p_f/IS7i5aj48pa2zl0000000000.jpg', 'watchImageLink': 'https://photos.zillowstatic.com/p_j/IS7i5aj48pa2zl0000000000.jpg', 'tvImageLink': 'https://photos.zillowstatic.com/p_m/IS7i5aj48pa2zl0000000000.jpg', 'tvCollectionImageLink': 'https://photos.zillowstatic.com/p_l/IS7i5aj48pa2zl0000000000.jpg', 'tvHighResImageLink': 'https://photos.zillowstatic.com/p_n/IS7i5aj48pa2zl0000000000.jpg', 'desktopWebHdpImageLink': 'https://photos.zillowstatic.com/p_h/IS7i5aj48pa2zl0000000000.jpg', 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 333400.0}",https://photos.zillowstatic.com/p_e/IS7i5aj48pa2zl0000000000.jpg,385000,41,2400.0,42.507182,-83.473048
"25835 Oberlin Blvd, Novi, MI 48374",Novi,MI,48374,525000.0,"4 bds, 3.0 ba ,2658 sqft","WEICHERT, REALTORS®-Select",https://www.zillow.com/homedetails/25835-Oberlin-Blvd-Novi-MI-48374/2088748026_zpid/,House for sale,"{'zpid': 2088748026, 'streetAddress': '25835 Oberlin Blvd', 'zipcode': '48374', 'city': 'Novi', 'state': 'MI', 'latitude': 42.4706, 'longitude': -83.52, 'price': 525000.0, 'dateSold': 1530802800000, 'bathrooms': 3.0, 'bedrooms': 4.0, 'livingArea': 2658.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'photoCount': 15, 'imageLink': 'https://photos.zillowstatic.com/p_g/ISjjezpcq5vgp41000000000.jpg', 'daysOnZillow': 31, 'isFeatured': False, 'shouldHighlight': False, 'brokerId': 13886, 'zestimate': 516615, 'rentZestimate': 3230, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'mediumImageLink': 'https://photos.zillowstatic.com/p_c/ISjjezpcq5vgp41000000000.jpg', 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 525000.0, 'timeOnZillow': 1595268960000, 'hiResImageLink': 'https://photos.zillowstatic.com/p_f/ISjjezpcq5vgp41000000000.jpg', 'watchImageLink': 'https://photos.zillowstatic.com/p_j/ISjjezpcq5vgp41000000000.jpg', 'tvImageLink': 'https://photos.zillowstatic.com/p_m/ISjjezpcq5vgp41000000000.jpg', 'tvCollectionImageLink': 'https://photos.zillowstatic.com/p_l/ISjjezpcq5vgp41000000000.jpg', 'tvHighResImageLink': 'https://photos.zillowstatic.com/p_n/ISjjezpcq5vgp41000000000.jpg', 'desktopWebHdpImageLink': 'https://photos.zillowstatic.com/p_h/ISjjezpcq5vgp41000000000.jpg', 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA'}",https://photos.zillowstatic.com/p_e/ISjjezpcq5vgp41000000000.jpg,516615,31,3230.0,42.4706,-83.52
